SEQ,SITE_CODE,SITE_NAME,FATHER_AGE,MOTHER_AGE,BIRTH_CNT,SEX,UPDATE_DATE
60488,10015100,花蓮縣富里鄉,未滿20歲,45～49歲,0,男,2021-02-02
60489,10015100,花蓮縣富里鄉,未滿20歲,50歲以上,0,男,2021-02-02
60490,10015100,花蓮縣富里鄉,未滿20歲,未滿15歲,0,女,2021-02-02
60491,10015100,花蓮縣富里鄉,未滿20歲,15～19歲,1,女,2021-02-02
60492,10015100,花蓮縣富里鄉,未滿20歲,20～24歲,0,女,2021-02-02
60493,10015100,花蓮縣富里鄉,未滿20歲,25～29歲,0,女,2021-02-02
60494,10015100,花蓮縣富里鄉,未滿20歲,30～34歲,0,女,2021-02-02
60495,10015100,花蓮縣富里鄉,未滿20歲,35～39歲,0,女,2021-02-02
60496,10015100,花蓮縣富里鄉,未滿20歲,40～44歲,0,女,2021-02-02
60497,10015100,花蓮縣富里鄉,未滿20歲,45～49歲,0,女,2021-02-02
60498,10015100,花蓮縣富里鄉,未滿20歲,50歲以上,0,女,2021-02-02
60499,10015100,花蓮縣富里鄉,20～24歲,未滿15歲,0,男,2021-02-02
60500,10015100,花蓮縣富里鄉,20～24歲,15～19歲,2,男,2021-02-02
60501,10015100,花蓮縣富里鄉,20～24歲,20～24歲,0,男,2021-02-02
60502,10015100,花蓮縣富里鄉,20～24歲,25～29歲,0,男,2021-02-02
60503,10015100,花蓮縣富里鄉,20～24歲,30～34歲,0,男,2021-02-02
60504,10015100,花蓮縣富里鄉,20～24歲,35～39歲,0,男,2021-02-02
60505,10015100,花蓮縣富里鄉,20～24歲,40～44歲,0,男,2021-02-02
60506,10015100,花蓮縣富里鄉,20～24歲,45～49歲,0,男,2021-02-02
60507,10015100,花蓮縣富里鄉,20～24歲,50歲以上,0,男,2021-02-02
60508,10015100,花蓮縣富里鄉,20～24歲,未滿15歲,0,女,2021-02-02
60509,10015100,花蓮縣富里鄉,20～24歲,15～19歲,1,女,2021-02-02
60510,10015100,花蓮縣富里鄉,20～24歲,20～24歲,2,女,2021-02-02
60511,10015100,花蓮縣富里鄉,20～24歲,25～29歲,1,女,2021-02-02
60512,10015100,花蓮縣富里鄉,20～24歲,30～34歲,0,女,2021-02-02
60513,10015100,花蓮縣富里鄉,20～24歲,35～39歲,0,女,2021-02-02
60514,10015100,花蓮縣富里鄉,20～24歲,40～44歲,0,女,2021-02-02
60515,10015100,花蓮縣富里鄉,20～24歲,45～49歲,0,女,2021-02-02
60516,10015100,花蓮縣富里鄉,20～24歲,50歲以上,0,女,2021-02-02
60517,10015100,花蓮縣富里鄉,25～29歲,未滿15歲,0,男,2021-02-02
60518,10015100,花蓮縣富里鄉,25～29歲,15～19歲,0,男,2021-02-02
60519,10015100,花蓮縣富里鄉,25～29歲,20～24歲,3,男,2021-02-02
60520,10015100,花蓮縣富里鄉,25～29歲,25～29歲,3,男,2021-02-02
60521,10015100,花蓮縣富里鄉,25～29歲,30～34歲,0,男,2021-02-02
60522,10015100,花蓮縣富里鄉,25～29歲,35～39歲,0,男,2021-02-02
60523,10015100,花蓮縣富里鄉,25～29歲,40～44歲,0,男,2021-02-02
60524,10015100,花蓮縣富里鄉,25～29歲,45～49歲,0,男,2021-02-02
60525,10015100,花蓮縣富里鄉,25～29歲,50歲以上,0,男,2021-02-02
60526,10015100,花蓮縣富里鄉,25～29歲,未滿15歲,0,女,2021-02-02
60527,10015100,花蓮縣富里鄉,25～29歲,15～19歲,1,女,2021-02-02
60528,10015100,花蓮縣富里鄉,25～29歲,20～24歲,2,女,2021-02-02
60529,10015100,花蓮縣富里鄉,25～29歲,25～29歲,3,女,2021-02-02
60530,10015100,花蓮縣富里鄉,25～29歲,30～34歲,0,女,2021-02-02
60531,10015100,花蓮縣富里鄉,25～29歲,35～39歲,0,女,2021-02-02
60532,10015100,花蓮縣富里鄉,25～29歲,40～44歲,0,女,2021-02-02
60533,10015100,花蓮縣富里鄉,25～29歲,45～49歲,0,女,2021-02-02
60534,10015100,花蓮縣富里鄉,25～29歲,50歲以上,0,女,2021-02-02
60535,10015100,花蓮縣富里鄉,30～34歲,未滿15歲,0,男,2021-02-02
60536,10015100,花蓮縣富里鄉,30～34歲,15～19歲,0,男,2021-02-02
60537,10015100,花蓮縣富里鄉,30～34歲,20～24歲,1,男,2021-02-02
60538,10015100,花蓮縣富里鄉,30～34歲,25～29歲,0,男,2021-02-02
60539,10015100,花蓮縣富里鄉,30～34歲,30～34歲,3,男,2021-02-02
60540,10015100,花蓮縣富里鄉,30～34歲,35～39歲,0,男,2021-02-02
60541,10015100,花蓮縣富里鄉,30～34歲,40～44歲,0,男,2021-02-02
60542,10015100,花蓮縣富里鄉,30～34歲,45～49歲,0,男,2021-02-02
60543,10015100,花蓮縣富里鄉,30～34歲,50歲以上,0,男,2021-02-02
60544,10015100,花蓮縣富里鄉,30～34歲,未滿15歲,0,女,2021-02-02
60545,10015100,花蓮縣富里鄉,30～34歲,15～19歲,0,女,2021-02-02
60546,10015100,花蓮縣富里鄉,30～34歲,20～24歲,1,女,2021-02-02
60547,10015100,花蓮縣富里鄉,30～34歲,25～29歲,2,女,2021-02-02
60548,10015100,花蓮縣富里鄉,30～34歲,30～34歲,1,女,2021-02-02
60549,10015100,花蓮縣富里鄉,30～34歲,35～39歲,0,女,2021-02-02
60550,10015100,花蓮縣富里鄉,30～34歲,40～44歲,0,女,2021-02-02
60551,10015100,花蓮縣富里鄉,30～34歲,45～49歲,0,女,2021-02-02
60552,10015100,花蓮縣富里鄉,30～34歲,50歲以上,0,女,2021-02-02
60553,10015100,花蓮縣富里鄉,35～39歲,未滿15歲,0,男,2021-02-02
60554,10015100,花蓮縣富里鄉,35～39歲,15～19歲,1,男,2021-02-02
60555,10015100,花蓮縣富里鄉,35～39歲,20～24歲,0,男,2021-02-02
60556,10015100,花蓮縣富里鄉,35～39歲,25～29歲,2,男,2021-02-02
60557,10015100,花蓮縣富里鄉,35～39歲,30～34歲,0,男,2021-02-02
60558,10015100,花蓮縣富里鄉,35～39歲,35～39歲,2,男,2021-02-02
60559,10015100,花蓮縣富里鄉,35～39歲,40～44歲,0,男,2021-02-02
60560,10015100,花蓮縣富里鄉,35～39歲,45～49歲,0,男,2021-02-02
60561,10015100,花蓮縣富里鄉,35～39歲,50歲以上,0,男,2021-02-02
60562,10015100,花蓮縣富里鄉,35～39歲,未滿15歲,0,女,2021-02-02
60563,10015100,花蓮縣富里鄉,35～39歲,15～19歲,0,女,2021-02-02
60564,10015100,花蓮縣富里鄉,35～39歲,20～24歲,0,女,2021-02-02
60565,10015100,花蓮縣富里鄉,35～39歲,25～29歲,0,女,2021-02-02
60566,10015100,花蓮縣富里鄉,35～39歲,30～34歲,0,女,2021-02-02
60567,10015100,花蓮縣富里鄉,35～39歲,35～39歲,0,女,2021-02-02
60568,10015100,花蓮縣富里鄉,35～39歲,40～44歲,0,女,2021-02-02
60569,10015100,花蓮縣富里鄉,35～39歲,45～49歲,0,女,2021-02-02
60570,10015100,花蓮縣富里鄉,35～39歲,50歲以上,0,女,2021-02-02
60571,10015100,花蓮縣富里鄉,40～44歲,未滿15歲,0,男,2021-02-02
60572,10015100,花蓮縣富里鄉,40～44歲,15～19歲,0,男,2021-02-02
60573,10015100,花蓮縣富里鄉,40～44歲,20～24歲,1,男,2021-02-02
60574,10015100,花蓮縣富里鄉,40～44歲,25～29歲,2,男,2021-02-02
60575,10015100,花蓮縣富里鄉,40～44歲,30～34歲,3,男,2021-02-02
60576,10015100,花蓮縣富里鄉,40～44歲,35～39歲,2,男,2021-02-02
60577,10015100,花蓮縣富里鄉,40～44歲,40～44歲,0,男,2021-02-02
60578,10015100,花蓮縣富里鄉,40～44歲,45～49歲,0,男,2021-02-02
60579,10015100,花蓮縣富里鄉,40～44歲,50歲以上,0,男,2021-02-02
60580,10015100,花蓮縣富里鄉,40～44歲,未滿15歲,0,女,2021-02-02
60581,10015100,花蓮縣富里鄉,40～44歲,15～19歲,0,女,2021-02-02
60582,10015100,花蓮縣富里鄉,40～44歲,20～24歲,0,女,2021-02-02
60583,10015100,花蓮縣富里鄉,40～44歲,25～29歲,1,女,2021-02-02
60584,10015100,花蓮縣富里鄉,40～44歲,30～34歲,1,女,2021-02-02
60585,10015100,花蓮縣富里鄉,40～44歲,35～39歲,2,女,2021-02-02
60586,10015100,花蓮縣富里鄉,40～44歲,40～44歲,0,女,2021-02-02
60587,10015100,花蓮縣富里鄉,40～44歲,45～49歲,0,女,2021-02-02
60588,10015100,花蓮縣富里鄉,40～44歲,50歲以上,0,女,2021-02-02
60589,10015100,花蓮縣富里鄉,45～49歲,未滿15歲,0,男,2021-02-02
60590,10015100,花蓮縣富里鄉,45～49歲,15～19歲,0,男,2021-02-02
60591,10015100,花蓮縣富里鄉,45～49歲,20～24歲,0,男,2021-02-02
60592,10015100,花蓮縣富里鄉,45～49歲,25～29歲,0,男,2021-02-02
60593,10015100,花蓮縣富里鄉,45～49歲,30～34歲,0,男,2021-02-02
60594,10015100,花蓮縣富里鄉,45～49歲,35～39歲,2,男,2021-02-02
60595,10015100,花蓮縣富里鄉,45～49歲,40～44歲,0,男,2021-02-02
60596,10015100,花蓮縣富里鄉,45～49歲,45～49歲,0,男,2021-02-02
60597,10015100,花蓮縣富里鄉,45～49歲,50歲以上,0,男,2021-02-02
60598,10015100,花蓮縣富里鄉,45～49歲,未滿15歲,0,女,2021-02-02
60599,10015100,花蓮縣富里鄉,45～49歲,15～19歲,0,女,2021-02-02
60600,10015100,花蓮縣富里鄉,45～49歲,20～24歲,0,女,2021-02-02
60601,10015100,花蓮縣富里鄉,45～49歲,25～29歲,0,女,2021-02-02
60602,10015100,花蓮縣富里鄉,45～49歲,30～34歲,0,女,2021-02-02
60603,10015100,花蓮縣富里鄉,45～49歲,35～39歲,0,女,2021-02-02
60604,10015100,花蓮縣富里鄉,45～49歲,40～44歲,0,女,2021-02-02
60605,10015100,花蓮縣富里鄉,45～49歲,45～49歲,0,女,2021-02-02
60606,10015100,花蓮縣富里鄉,45～49歲,50歲以上,0,女,2021-02-02
60607,10015100,花蓮縣富里鄉,50～54歲,未滿15歲,0,男,2021-02-02
60608,10015100,花蓮縣富里鄉,50～54歲,15～19歲,0,男,2021-02-02
60609,10015100,花蓮縣富里鄉,50～54歲,20～24歲,0,男,2021-02-02
60610,10015100,花蓮縣富里鄉,50～54歲,25～29歲,0,男,2021-02-02
60611,10015100,花蓮縣富里鄉,50～54歲,30～34歲,0,男,2021-02-02
60612,10015100,花蓮縣富里鄉,50～54歲,35～39歲,0,男,2021-02-02
60613,10015100,花蓮縣富里鄉,50～54歲,40～44歲,0,男,2021-02-02
60614,10015100,花蓮縣富里鄉,50～54歲,45～49歲,0,男,2021-02-02
60615,10015100,花蓮縣富里鄉,50～54歲,50歲以上,0,男,2021-02-02
60616,10015100,花蓮縣富里鄉,50～54歲,未滿15歲,0,女,2021-02-02
60617,10015100,花蓮縣富里鄉,50～54歲,15～19歲,0,女,2021-02-02
60618,10015100,花蓮縣富里鄉,50～54歲,20～24歲,0,女,2021-02-02
60619,10015100,花蓮縣富里鄉,50～54歲,25～29歲,0,女,2021-02-02
60620,10015100,花蓮縣富里鄉,50～54歲,30～34歲,0,女,2021-02-02
60621,10015100,花蓮縣富里鄉,50～54歲,35～39歲,0,女,2021-02-02
60622,10015100,花蓮縣富里鄉,50～54歲,40～44歲,0,女,2021-02-02
60623,10015100,花蓮縣富里鄉,50～54歲,45～49歲,0,女,2021-02-02
60624,10015100,花蓮縣富里鄉,50～54歲,50歲以上,0,女,2021-02-02
60625,10015100,花蓮縣富里鄉,55～59歲,未滿15歲,0,男,2021-02-02
60626,10015100,花蓮縣富里鄉,55～59歲,15～19歲,0,男,2021-02-02
60627,10015100,花蓮縣富里鄉,55～59歲,20～24歲,0,男,2021-02-02
60628,10015100,花蓮縣富里鄉,55～59歲,25～29歲,0,男,2021-02-02
60629,10015100,花蓮縣富里鄉,55～59歲,30～34歲,0,男,2021-02-02
60630,10015100,花蓮縣富里鄉,55～59歲,35～39歲,0,男,2021-02-02
60631,10015100,花蓮縣富里鄉,55～59歲,40～44歲,0,男,2021-02-02
60632,10015100,花蓮縣富里鄉,55～59歲,45～49歲,0,男,2021-02-02
60633,10015100,花蓮縣富里鄉,55～59歲,50歲以上,0,男,2021-02-02
60634,10015100,花蓮縣富里鄉,55～59歲,未滿15歲,0,女,2021-02-02
60635,10015100,花蓮縣富里鄉,55～59歲,15～19歲,0,女,2021-02-02
60636,10015100,花蓮縣富里鄉,55～59歲,20～24歲,0,女,2021-02-02
60637,10015100,花蓮縣富里鄉,55～59歲,25～29歲,0,女,2021-02-02
60638,10015100,花蓮縣富里鄉,55～59歲,30～34歲,0,女,2021-02-02
60639,10015100,花蓮縣富里鄉,55～59歲,35～39歲,0,女,2021-02-02
60640,10015100,花蓮縣富里鄉,55～59歲,40～44歲,0,女,2021-02-02
60641,10015100,花蓮縣富里鄉,55～59歲,45～49歲,0,女,2021-02-02
60642,10015100,花蓮縣富里鄉,55～59歲,50歲以上,0,女,2021-02-02
60643,10015100,花蓮縣富里鄉,60歲以上,未滿15歲,0,男,2021-02-02
60644,10015100,花蓮縣富里鄉,60歲以上,15～19歲,0,男,2021-02-02
60645,10015100,花蓮縣富里鄉,60歲以上,20～24歲,0,男,2021-02-02
60646,10015100,花蓮縣富里鄉,60歲以上,25～29歲,0,男,2021-02-02
60647,10015100,花蓮縣富里鄉,60歲以上,30～34歲,0,男,2021-02-02
60648,10015100,花蓮縣富里鄉,60歲以上,35～39歲,0,男,2021-02-02
60649,10015100,花蓮縣富里鄉,60歲以上,40～44歲,0,男,2021-02-02
60650,10015100,花蓮縣富里鄉,60歲以上,45～49歲,0,男,2021-02-02
60651,10015100,花蓮縣富里鄉,60歲以上,50歲以上,0,男,2021-02-02
60652,10015100,花蓮縣富里鄉,60歲以上,未滿15歲,0,女,2021-02-02
60653,10015100,花蓮縣富里鄉,60歲以上,15～19歲,0,女,2021-02-02
60654,10015100,花蓮縣富里鄉,60歲以上,20～24歲,0,女,2021-02-02
60655,10015100,花蓮縣富里鄉,60歲以上,25～29歲,0,女,2021-02-02
60656,10015100,花蓮縣富里鄉,60歲以上,30～34歲,0,女,2021-02-02
60657,10015100,花蓮縣富里鄉,60歲以上,35～39歲,0,女,2021-02-02
60658,10015100,花蓮縣富里鄉,60歲以上,40～44歲,0,女,2021-02-02
60659,10015100,花蓮縣富里鄉,60歲以上,45～49歲,0,女,2021-02-02
60660,10015100,花蓮縣富里鄉,60歲以上,50歲以上,0,女,2021-02-02
60661,10015110,花蓮縣秀林鄉,未滿20歲,未滿15歲,0,男,2021-02-02
60662,10015110,花蓮縣秀林鄉,未滿20歲,15～19歲,0,男,2021-02-02
60663,10015110,花蓮縣秀林鄉,未滿20歲,20～24歲,1,男,2021-02-02
60664,10015110,花蓮縣秀林鄉,未滿20歲,25～29歲,1,男,2021-02-02
60665,10015110,花蓮縣秀林鄉,未滿20歲,30～34歲,0,男,2021-02-02
60666,10015110,花蓮縣秀林鄉,未滿20歲,35～39歲,0,男,2021-02-02
60667,10015110,花蓮縣秀林鄉,未滿20歲,40～44歲,0,男,2021-02-02
60668,10015110,花蓮縣秀林鄉,未滿20歲,45～49歲,0,男,2021-02-02
60669,10015110,花蓮縣秀林鄉,未滿20歲,50歲以上,0,男,2021-02-02
60670,10015110,花蓮縣秀林鄉,未滿20歲,未滿15歲,0,女,2021-02-02
60671,10015110,花蓮縣秀林鄉,未滿20歲,15～19歲,0,女,2021-02-02
60672,10015110,花蓮縣秀林鄉,未滿20歲,20～24歲,0,女,2021-02-02
60673,10015110,花蓮縣秀林鄉,未滿20歲,25～29歲,0,女,2021-02-02
60674,10015110,花蓮縣秀林鄉,未滿20歲,30～34歲,0,女,2021-02-02
60675,10015110,花蓮縣秀林鄉,未滿20歲,35～39歲,0,女,2021-02-02
60676,10015110,花蓮縣秀林鄉,未滿20歲,40～44歲,0,女,2021-02-02
60677,10015110,花蓮縣秀林鄉,未滿20歲,45～49歲,0,女,2021-02-02
60678,10015110,花蓮縣秀林鄉,未滿20歲,50歲以上,0,女,2021-02-02
60679,10015110,花蓮縣秀林鄉,20～24歲,未滿15歲,0,男,2021-02-02
60680,10015110,花蓮縣秀林鄉,20～24歲,15～19歲,1,男,2021-02-02
60681,10015110,花蓮縣秀林鄉,20～24歲,20～24歲,16,男,2021-02-02
60682,10015110,花蓮縣秀林鄉,20～24歲,25～29歲,8,男,2021-02-02
60683,10015110,花蓮縣秀林鄉,20～24歲,30～34歲,4,男,2021-02-02
60684,10015110,花蓮縣秀林鄉,20～24歲,35～39歲,0,男,2021-02-02
60685,10015110,花蓮縣秀林鄉,20～24歲,40～44歲,1,男,2021-02-02
60686,10015110,花蓮縣秀林鄉,20～24歲,45～49歲,0,男,2021-02-02
60687,10015110,花蓮縣秀林鄉,20～24歲,50歲以上,0,男,2021-02-02
60688,10015110,花蓮縣秀林鄉,20～24歲,未滿15歲,0,女,2021-02-02
60689,10015110,花蓮縣秀林鄉,20～24歲,15～19歲,5,女,2021-02-02
60690,10015110,花蓮縣秀林鄉,20～24歲,20～24歲,6,女,2021-02-02
60691,10015110,花蓮縣秀林鄉,20～24歲,25～29歲,4,女,2021-02-02
60692,10015110,花蓮縣秀林鄉,20～24歲,30～34歲,1,女,2021-02-02
60693,10015110,花蓮縣秀林鄉,20～24歲,35～39歲,1,女,2021-02-02
60694,10015110,花蓮縣秀林鄉,20～24歲,40～44歲,0,女,2021-02-02
60695,10015110,花蓮縣秀林鄉,20～24歲,45～49歲,0,女,2021-02-02
60696,10015110,花蓮縣秀林鄉,20～24歲,50歲以上,0,女,2021-02-02
60697,10015110,花蓮縣秀林鄉,25～29歲,未滿15歲,0,男,2021-02-02
60698,10015110,花蓮縣秀林鄉,25～29歲,15～19歲,2,男,2021-02-02
60699,10015110,花蓮縣秀林鄉,25～29歲,20～24歲,13,男,2021-02-02
60700,10015110,花蓮縣秀林鄉,25～29歲,25～29歲,20,男,2021-02-02
60701,10015110,花蓮縣秀林鄉,25～29歲,30～34歲,4,男,2021-02-02
60702,10015110,花蓮縣秀林鄉,25～29歲,35～39歲,1,男,2021-02-02
60703,10015110,花蓮縣秀林鄉,25～29歲,40～44歲,1,男,2021-02-02
60704,10015110,花蓮縣秀林鄉,25～29歲,45～49歲,0,男,2021-02-02
60705,10015110,花蓮縣秀林鄉,25～29歲,50歲以上,0,男,2021-02-02
60706,10015110,花蓮縣秀林鄉,25～29歲,未滿15歲,0,女,2021-02-02
60707,10015110,花蓮縣秀林鄉,25～29歲,15～19歲,0,女,2021-02-02
60708,10015110,花蓮縣秀林鄉,25～29歲,20～24歲,12,女,2021-02-02
60709,10015110,花蓮縣秀林鄉,25～29歲,25～29歲,14,女,2021-02-02
60710,10015110,花蓮縣秀林鄉,25～29歲,30～34歲,2,女,2021-02-02
60711,10015110,花蓮縣秀林鄉,25～29歲,35～39歲,1,女,2021-02-02
60712,10015110,花蓮縣秀林鄉,25～29歲,40～44歲,0,女,2021-02-02
60713,10015110,花蓮縣秀林鄉,25～29歲,45～49歲,0,女,2021-02-02
60714,10015110,花蓮縣秀林鄉,25～29歲,50歲以上,0,女,2021-02-02
60715,10015110,花蓮縣秀林鄉,30～34歲,未滿15歲,0,男,2021-02-02
60716,10015110,花蓮縣秀林鄉,30～34歲,15～19歲,0,男,2021-02-02
60717,10015110,花蓮縣秀林鄉,30～34歲,20～24歲,3,男,2021-02-02
60718,10015110,花蓮縣秀林鄉,30～34歲,25～29歲,11,男,2021-02-02
60719,10015110,花蓮縣秀林鄉,30～34歲,30～34歲,8,男,2021-02-02
60720,10015110,花蓮縣秀林鄉,30～34歲,35～39歲,2,男,2021-02-02
60721,10015110,花蓮縣秀林鄉,30～34歲,40～44歲,0,男,2021-02-02
60722,10015110,花蓮縣秀林鄉,30～34歲,45～49歲,0,男,2021-02-02
60723,10015110,花蓮縣秀林鄉,30～34歲,50歲以上,0,男,2021-02-02
60724,10015110,花蓮縣秀林鄉,30～34歲,未滿15歲,0,女,2021-02-02
60725,10015110,花蓮縣秀林鄉,30～34歲,15～19歲,1,女,2021-02-02
60726,10015110,花蓮縣秀林鄉,30～34歲,20～24歲,4,女,2021-02-02
60727,10015110,花蓮縣秀林鄉,30～34歲,25～29歲,8,女,2021-02-02
60728,10015110,花蓮縣秀林鄉,30～34歲,30～34歲,8,女,2021-02-02
60729,10015110,花蓮縣秀林鄉,30～34歲,35～39歲,1,女,2021-02-02
60730,10015110,花蓮縣秀林鄉,30～34歲,40～44歲,0,女,2021-02-02
60731,10015110,花蓮縣秀林鄉,30～34歲,45～49歲,0,女,2021-02-02
60732,10015110,花蓮縣秀林鄉,30～34歲,50歲以上,0,女,2021-02-02
60733,10015110,花蓮縣秀林鄉,35～39歲,未滿15歲,0,男,2021-02-02
60734,10015110,花蓮縣秀林鄉,35～39歲,15～19歲,0,男,2021-02-02
60735,10015110,花蓮縣秀林鄉,35～39歲,20～24歲,3,男,2021-02-02
60736,10015110,花蓮縣秀林鄉,35～39歲,25～29歲,4,男,2021-02-02
60737,10015110,花蓮縣秀林鄉,35～39歲,30～34歲,2,男,2021-02-02
60738,10015110,花蓮縣秀林鄉,35～39歲,35～39歲,6,男,2021-02-02
60739,10015110,花蓮縣秀林鄉,35～39歲,40～44歲,0,男,2021-02-02
60740,10015110,花蓮縣秀林鄉,35～39歲,45～49歲,0,男,2021-02-02
60741,10015110,花蓮縣秀林鄉,35～39歲,50歲以上,0,男,2021-02-02
60742,10015110,花蓮縣秀林鄉,35～39歲,未滿15歲,0,女,2021-02-02
60743,10015110,花蓮縣秀林鄉,35～39歲,15～19歲,0,女,2021-02-02
60744,10015110,花蓮縣秀林鄉,35～39歲,20～24歲,1,女,2021-02-02
60745,10015110,花蓮縣秀林鄉,35～39歲,25～29歲,3,女,2021-02-02
60746,10015110,花蓮縣秀林鄉,35～39歲,30～34歲,11,女,2021-02-02
60747,10015110,花蓮縣秀林鄉,35～39歲,35～39歲,2,女,2021-02-02
60748,10015110,花蓮縣秀林鄉,35～39歲,40～44歲,0,女,2021-02-02
60749,10015110,花蓮縣秀林鄉,35～39歲,45～49歲,0,女,2021-02-02
60750,10015110,花蓮縣秀林鄉,35～39歲,50歲以上,0,女,2021-02-02
60751,10015110,花蓮縣秀林鄉,40～44歲,未滿15歲,0,男,2021-02-02
60752,10015110,花蓮縣秀林鄉,40～44歲,15～19歲,0,男,2021-02-02
60753,10015110,花蓮縣秀林鄉,40～44歲,20～24歲,0,男,2021-02-02
60754,10015110,花蓮縣秀林鄉,40～44歲,25～29歲,0,男,2021-02-02
60755,10015110,花蓮縣秀林鄉,40～44歲,30～34歲,1,男,2021-02-02
60756,10015110,花蓮縣秀林鄉,40～44歲,35～39歲,2,男,2021-02-02
60757,10015110,花蓮縣秀林鄉,40～44歲,40～44歲,0,男,2021-02-02
60758,10015110,花蓮縣秀林鄉,40～44歲,45～49歲,0,男,2021-02-02
60759,10015110,花蓮縣秀林鄉,40～44歲,50歲以上,0,男,2021-02-02
60760,10015110,花蓮縣秀林鄉,40～44歲,未滿15歲,0,女,2021-02-02
60761,10015110,花蓮縣秀林鄉,40～44歲,15～19歲,0,女,2021-02-02
60762,10015110,花蓮縣秀林鄉,40～44歲,20～24歲,0,女,2021-02-02
60763,10015110,花蓮縣秀林鄉,40～44歲,25～29歲,2,女,2021-02-02
60764,10015110,花蓮縣秀林鄉,40～44歲,30～34歲,0,女,2021-02-02
60765,10015110,花蓮縣秀林鄉,40～44歲,35～39歲,0,女,2021-02-02
60766,10015110,花蓮縣秀林鄉,40～44歲,40～44歲,1,女,2021-02-02
60767,10015110,花蓮縣秀林鄉,40～44歲,45～49歲,0,女,2021-02-02
60768,10015110,花蓮縣秀林鄉,40～44歲,50歲以上,0,女,2021-02-02
60769,10015110,花蓮縣秀林鄉,45～49歲,未滿15歲,0,男,2021-02-02
60770,10015110,花蓮縣秀林鄉,45～49歲,15～19歲,0,男,2021-02-02
60771,10015110,花蓮縣秀林鄉,45～49歲,20～24歲,0,男,2021-02-02
60772,10015110,花蓮縣秀林鄉,45～49歲,25～29歲,0,男,2021-02-02
60773,10015110,花蓮縣秀林鄉,45～49歲,30～34歲,1,男,2021-02-02
60774,10015110,花蓮縣秀林鄉,45～49歲,35～39歲,0,男,2021-02-02
60775,10015110,花蓮縣秀林鄉,45～49歲,40～44歲,0,男,2021-02-02
60776,10015110,花蓮縣秀林鄉,45～49歲,45～49歲,0,男,2021-02-02
60777,10015110,花蓮縣秀林鄉,45～49歲,50歲以上,0,男,2021-02-02
60778,10015110,花蓮縣秀林鄉,45～49歲,未滿15歲,0,女,2021-02-02
60779,10015110,花蓮縣秀林鄉,45～49歲,15～19歲,0,女,2021-02-02
60780,10015110,花蓮縣秀林鄉,45～49歲,20～24歲,0,女,2021-02-02
60781,10015110,花蓮縣秀林鄉,45～49歲,25～29歲,0,女,2021-02-02
60782,10015110,花蓮縣秀林鄉,45～49歲,30～34歲,0,女,2021-02-02
60783,10015110,花蓮縣秀林鄉,45～49歲,35～39歲,2,女,2021-02-02
60784,10015110,花蓮縣秀林鄉,45～49歲,40～44歲,1,女,2021-02-02
60785,10015110,花蓮縣秀林鄉,45～49歲,45～49歲,0,女,2021-02-02
60786,10015110,花蓮縣秀林鄉,45～49歲,50歲以上,0,女,2021-02-02
60787,10015110,花蓮縣秀林鄉,50～54歲,未滿15歲,0,男,2021-02-02
60788,10015110,花蓮縣秀林鄉,50～54歲,15～19歲,0,男,2021-02-02
60789,10015110,花蓮縣秀林鄉,50～54歲,20～24歲,0,男,2021-02-02
60790,10015110,花蓮縣秀林鄉,50～54歲,25～29歲,0,男,2021-02-02
60791,10015110,花蓮縣秀林鄉,50～54歲,30～34歲,0,男,2021-02-02
60792,10015110,花蓮縣秀林鄉,50～54歲,35～39歲,0,男,2021-02-02
60793,10015110,花蓮縣秀林鄉,50～54歲,40～44歲,0,男,2021-02-02
60794,10015110,花蓮縣秀林鄉,50～54歲,45～49歲,0,男,2021-02-02
60795,10015110,花蓮縣秀林鄉,50～54歲,50歲以上,0,男,2021-02-02
60796,10015110,花蓮縣秀林鄉,50～54歲,未滿15歲,0,女,2021-02-02
60797,10015110,花蓮縣秀林鄉,50～54歲,15～19歲,0,女,2021-02-02
60798,10015110,花蓮縣秀林鄉,50～54歲,20～24歲,0,女,2021-02-02
60799,10015110,花蓮縣秀林鄉,50～54歲,25～29歲,0,女,2021-02-02
60800,10015110,花蓮縣秀林鄉,50～54歲,30～34歲,0,女,2021-02-02
60801,10015110,花蓮縣秀林鄉,50～54歲,35～39歲,0,女,2021-02-02
60802,10015110,花蓮縣秀林鄉,50～54歲,40～44歲,0,女,2021-02-02
60803,10015110,花蓮縣秀林鄉,50～54歲,45～49歲,0,女,2021-02-02
60804,10015110,花蓮縣秀林鄉,50～54歲,50歲以上,0,女,2021-02-02
60805,10015110,花蓮縣秀林鄉,55～59歲,未滿15歲,0,男,2021-02-02
60806,10015110,花蓮縣秀林鄉,55～59歲,15～19歲,0,男,2021-02-02
60807,10015110,花蓮縣秀林鄉,55～59歲,20～24歲,0,男,2021-02-02
60808,10015110,花蓮縣秀林鄉,55～59歲,25～29歲,0,男,2021-02-02
60809,10015110,花蓮縣秀林鄉,55～59歲,30～34歲,0,男,2021-02-02
60810,10015110,花蓮縣秀林鄉,55～59歲,35～39歲,0,男,2021-02-02
60811,10015110,花蓮縣秀林鄉,55～59歲,40～44歲,0,男,2021-02-02
60812,10015110,花蓮縣秀林鄉,55～59歲,45～49歲,0,男,2021-02-02
60813,10015110,花蓮縣秀林鄉,55～59歲,50歲以上,0,男,2021-02-02
